transaction_id,date,amount,category,merchant,payment_method,account_type,transaction_type,description
T-1152,2025-05-18 14:40:08.881401,204.73,Shopping,Mall Store,Cash,Investment,Transfer,Soldier surface short both.
T-186,2025-05-18 14:40:08.881401,41.58,Subscriptions,Apple Music,Mobile Payment,Checking,Payment,Ahead should western night inside.
T-1085,2025-05-18 14:40:08.881401,15.29,Entertainment,Concert Hall,Debit Card,Investment,Transfer,Cut group citizen front station.
T-265,2025-05-19 14:40:08.881401,5.0,Healthcare,Pharmacy,Bank Transfer,Checking,Transfer,Cause stock then onto and.
T-278,2025-05-19 14:40:08.881401,2136.01,Rent/Mortgage,Mortgage Bank,Cash,Checking,Payment,Hard what back truth design finally walk.
T-1046,2025-05-19 14:40:08.881401,2781.77,Shopping,Target,Credit Card,Investment,Withdrawal,Protect exist nor must.
T-14,2025-05-20 14:40:08.881401,642.37,Other,Miscellaneous,Debit Card,Checking,Deposit,Week certain idea draw speech.
T-167,2025-05-20 14:40:08.881401,24.8,Entertainment,Concert Hall,Cash,Savings,Transfer,Partner away of.
T-276,2025-05-20 14:40:08.881401,94.31,Groceries,Trader Joe's,Debit Card,Savings,Deposit,Remain cold painting still matter.
T-568,2025-05-20 14:40:08.881401,1777.63,Other,Miscellaneous,Cash,Investment,Payment,Court sound after better couple cultural yet.
T-958,2025-05-20 14:40:08.881401,94.6,Healthcare,Dental Care,Credit Card,Savings,Deposit,At me throw fear large.
T-1007,2025-05-20 14:40:08.881401,20.88,Shopping,Target,Cash,Checking,Transfer,Trip next window whether social.
T-957,2025-05-20 14:40:08.881401,1441.85,Rent/Mortgage,Mortgage Bank,Cash,Checking,Transfer,Clearly year seven lawyer.
T-51,2025-05-21 14:40:08.881401,3777.11,Other,Miscellaneous,Mobile Payment,Savings,Transfer,Church owner road ago read issue sing pressure.
T-781,2025-05-21 14:40:08.881401,5.0,Shopping,Best Buy,Cash,Savings,Payment,Seat note free ahead hair.
T-927,2025-05-21 14:40:08.881401,317.84,Shopping,Best Buy,Debit Card,Savings,Transfer,Side ten also yeah series easy product.
T-420,2025-05-21 14:40:08.881401,25.88,Dining,McDonald's,Mobile Payment,Checking,Deposit,Third education personal term huge doctor wall.
T-397,2025-05-21 14:40:08.881401,59.75,Healthcare,Dental Care,Cash,Savings,Deposit,Else myself others price.
T-274,2025-05-22 14:40:08.881401,94.45,Shopping,Target,Mobile Payment,Checking,Payment,Example example record.
T-1142,2025-05-22 14:40:08.881401,57.54,Shopping,Best Buy,Cash,Savings,Payment,Class cut rather total.
T-964,2025-05-23 14:40:08.881401,116.62,Travel,Airbnb,Debit Card,Checking,Withdrawal,Morning force thought education.
T-823,2025-05-23 14:40:08.881401,723.79,Other,Miscellaneous,Cash,Investment,Withdrawal,Bring fall full than.
R-10,2025-05-24 14:40:08.881401,1800.73,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-137,2025-05-24 14:40:08.881401,26.74,Subscriptions,Apple Music,Bank Transfer,Investment,Withdrawal,Beyond fast pick industry.
T-550,2025-05-25 14:40:08.881401,71.75,Groceries,Costco,Debit Card,Savings,Payment,Soon fight career factor.
S-Netflix-10,2025-05-25 14:40:08.881401,17.9,Subscriptions,Netflix,Debit Card,Checking,Payment,Monthly subscription: Netflix
T-9,2025-05-25 14:40:08.881401,54.45,Healthcare,Clinic,Cash,Investment,Payment,Away deal community hear agent employee any.
T-926,2025-05-25 14:40:08.881401,4741.53,Other,Miscellaneous,Cash,Investment,Transfer,Agent small lawyer serious.
T-912,2025-05-26 14:40:08.881401,111.03,Groceries,Costco,Bank Transfer,Investment,Deposit,Always company action clearly I mention walk.
T-544,2025-05-26 14:40:08.881401,81.21,Groceries,Trader Joe's,Debit Card,Checking,Transfer,Realize girl follow sister child huge budget.
T-115,2025-05-26 14:40:08.881401,899.76,Rent/Mortgage,Mortgage Bank,Mobile Payment,Savings,Deposit,Again discover issue total current machine people.
T-132,2025-05-26 14:40:08.881401,1256.43,Rent/Mortgage,Landlord,Cash,Checking,Payment,Cell memory summer first radio foot.
S-Gym Membership-10,2025-05-27 14:40:08.881401,17.12,Subscriptions,Gym Membership,Cash,Checking,Payment,Monthly subscription: Gym Membership
T-1025,2025-05-27 14:40:08.881401,137.7,Shopping,Target,Cash,Investment,Withdrawal,Personal support bad recently trial.
T-266,2025-05-28 14:40:08.881401,131.64,Shopping,Amazon,Mobile Payment,Checking,Transfer,White fire rock officer point health else.
T-671,2025-05-29 14:40:08.881401,1589.56,Other,Miscellaneous,Cash,Savings,Withdrawal,End shoulder later travel happy.
T-1023,2025-05-29 14:40:08.881401,69.53,Groceries,Costco,Cash,Savings,Transfer,Force night service open culture their no third.
S-Amazon Prime-10,2025-05-29 14:40:08.881401,29.62,Subscriptions,Amazon Prime,Bank Transfer,Checking,Payment,Monthly subscription: Amazon Prime
T-306,2025-05-30 14:40:08.881401,52.33,Groceries,Whole Foods,Mobile Payment,Savings,Transfer,Its place school.
T-262,2025-05-31 14:40:08.881401,5.0,Healthcare,Pharmacy,Cash,Investment,Deposit,Game board officer local find clearly.
T-499,2025-05-31 14:40:08.881401,1720.68,Other,Miscellaneous,Debit Card,Investment,Payment,Set possible hit very add contain fear.
T-497,2025-05-31 14:40:08.881401,5.0,Dining,Starbucks,Bank Transfer,Investment,Transfer,Beautiful new world officer people lead economic.
T-783,2025-05-31 14:40:08.881401,50.76,Groceries,Trader Joe's,Credit Card,Investment,Deposit,Indeed word million which president economic strategy sign.
T-875,2025-05-31 14:40:08.881401,165.82,Utilities,Electric Co,Debit Card,Checking,Withdrawal,Their wish still general expert ready little.
T-382,2025-06-01 14:40:08.881401,5.0,Dining,McDonald's,Bank Transfer,Investment,Transfer,Learn data represent major hospital.
T-150,2025-06-01 14:40:08.881401,70.9,Groceries,Walmart,Credit Card,Investment,Payment,Any why will not statement.
T-1137,2025-06-02 14:40:08.881401,5.0,Entertainment,Spotify,Bank Transfer,Investment,Withdrawal,Fall hear strong quality miss.
T-7,2025-06-02 14:40:08.881401,123.92,Shopping,Mall Store,Cash,Investment,Transfer,Million start car message machine purpose we.
T-896,2025-06-02 14:40:08.881401,32.44,Dining,McDonald's,Cash,Checking,Withdrawal,Something western easy.
T-96,2025-06-02 14:40:08.881401,50.21,Dining,Local Cafe,Credit Card,Savings,Deposit,Grow choice ball most.
T-847,2025-06-03 14:40:08.881401,46.18,Dining,Starbucks,Bank Transfer,Savings,Deposit,Later task century.
T-992,2025-06-04 14:40:08.881401,42.68,Groceries,Costco,Mobile Payment,Investment,Transfer,Unit car mean democratic ahead through.
T-414,2025-06-04 14:40:08.881401,53.42,Shopping,Best Buy,Mobile Payment,Investment,Deposit,Stuff station mean.
T-1146,2025-06-04 14:40:08.881401,28.61,Groceries,Whole Foods,Credit Card,Checking,Deposit,Identify really street them tax.
T-632,2025-06-05 14:40:08.881401,18.17,Subscriptions,Apple Music,Credit Card,Savings,Transfer,Mention many doctor most shake base stage.
T-1151,2025-06-05 14:40:08.881401,29.78,Entertainment,AMC Theatres,Credit Card,Savings,Deposit,So teach treatment number force approach question.
T-1041,2025-06-05 14:40:08.881401,304.4,Shopping,Amazon,Mobile Payment,Checking,Deposit,True skin over one.
T-1061,2025-06-06 14:40:08.881401,103.69,Utilities,Water Works,Cash,Investment,Withdrawal,Single instead approach beat should simple.
T-656,2025-06-07 14:40:08.881401,127.91,Groceries,Walmart,Credit Card,Investment,Withdrawal,Describe blue area value sort.
T-727,2025-06-07 14:40:08.881401,103.42,Groceries,Whole Foods,Debit Card,Checking,Withdrawal,Reveal statement prevent between.
T-270,2025-06-07 14:40:08.881401,5.0,Entertainment,Netflix,Bank Transfer,Checking,Withdrawal,Kind ok data never.
T-1123,2025-06-07 14:40:08.881401,123.08,Shopping,Best Buy,Cash,Savings,Payment,Notice lead social star car.
T-1060,2025-06-07 14:40:08.881401,12.02,Subscriptions,Amazon Prime,Bank Transfer,Savings,Deposit,Door statement all make better to.
T-477,2025-06-08 14:40:08.881401,69.18,Healthcare,Clinic,Debit Card,Savings,Payment,Century environment father.
T-928,2025-06-08 14:40:08.881401,3462.76,Other,Miscellaneous,Debit Card,Investment,Deposit,Buy ahead Mrs doctor more three term.
T-490,2025-06-08 14:40:08.881401,5.0,Dining,Starbucks,Mobile Payment,Investment,Transfer,Participant rate quickly new business.
T-959,2025-06-08 14:40:08.881401,30.86,Dining,Local Cafe,Credit Card,Savings,Deposit,Message daughter suddenly across.
T-944,2025-06-08 14:40:08.881401,9.64,Subscriptions,Amazon Prime,Mobile Payment,Checking,Deposit,Word free yeah structure important.
T-817,2025-06-08 14:40:08.881401,2634.48,Shopping,Target,Debit Card,Investment,Withdrawal,Begin see future discussion reduce energy peace.
T-31,2025-06-08 14:40:08.881401,183.36,Shopping,Amazon,Mobile Payment,Investment,Deposit,Husband operation great remember.
T-1079,2025-06-08 14:40:08.881401,15.19,Travel,Airbnb,Credit Card,Savings,Deposit,Age cut night energy little into.
T-535,2025-06-08 14:40:08.881401,3816.51,Other,Miscellaneous,Mobile Payment,Checking,Transfer,Produce piece buy white best card strategy agency.
T-236,2025-06-08 14:40:08.881401,170.39,Utilities,Gas Utility,Mobile Payment,Investment,Withdrawal,Operation relate hour check occur.
T-889,2025-06-09 14:40:08.881401,154.33,Utilities,Gas Utility,Cash,Checking,Withdrawal,Wonder recent have actually.
T-984,2025-06-09 14:40:08.881401,5.0,Subscriptions,Gym Membership,Credit Card,Savings,Withdrawal,View increase describe raise finally through oil.
T-196,2025-06-09 14:40:08.881401,45.98,Groceries,Costco,Credit Card,Checking,Payment,Draw politics perform everything allow.
T-485,2025-06-09 14:40:08.881401,28.65,Entertainment,Netflix,Debit Card,Savings,Payment,Character first type camera seat person government.
T-317,2025-06-09 14:40:08.881401,147.83,Groceries,Walmart,Mobile Payment,Savings,Payment,Magazine quickly instead prove.
T-716,2025-06-10 14:40:08.881401,66.97,Travel,Delta,Bank Transfer,Investment,Deposit,Finally national president hot exactly sort.
T-251,2025-06-10 14:40:08.881401,2462.69,Other,Miscellaneous,Credit Card,Investment,Withdrawal,Industry idea time medical matter baby structure.
T-1054,2025-06-10 14:40:08.881401,2440.67,Travel,Uber,Mobile Payment,Investment,Payment,Find yet although buy bar.
T-111,2025-06-10 14:40:08.881401,53.4,Travel,Delta,Mobile Payment,Checking,Payment,Garden save law almost somebody foreign according.
T-946,2025-06-10 14:40:08.881401,11.17,Subscriptions,Gym Membership,Mobile Payment,Savings,Withdrawal,Rather know share important notice necessary.
T-279,2025-06-10 14:40:08.881401,7.0,Entertainment,Spotify,Credit Card,Savings,Transfer,Always expert owner.
T-709,2025-06-11 14:40:08.881401,89.77,Groceries,Walmart,Bank Transfer,Investment,Deposit,Remember reduce day church should marriage.
T-391,2025-06-11 14:40:08.881401,203.4,Shopping,Target,Bank Transfer,Checking,Transfer,Involve idea education high color son name memory.
T-978,2025-06-12 14:40:08.881401,71.42,Travel,Uber,Debit Card,Checking,Deposit,Husband protect star space teach but.
T-556,2025-06-12 14:40:08.881401,64.44,Utilities,Water Works,Cash,Savings,Deposit,Speech act consider attack force culture.
T-473,2025-06-12 14:40:08.881401,136.16,Travel,Uber,Cash,Savings,Payment,Discussion beyond pay imagine room old.
T-867,2025-06-13 14:40:08.881401,49.86,Dining,Chipotle,Debit Card,Checking,Withdrawal,Together professional with early.
T-211,2025-06-13 14:40:08.881401,74.06,Travel,Hilton,Debit Card,Savings,Withdrawal,Quite picture military opportunity onto sea open.
T-885,2025-06-14 14:40:08.881401,66.5,Utilities,Gas Utility,Debit Card,Investment,Deposit,Pretty sense sing matter gas.
T-819,2025-06-14 14:40:08.881401,34.0,Healthcare,Dental Care,Credit Card,Savings,Payment,Value seem range media.
T-323,2025-06-14 14:40:08.881401,25.11,Entertainment,AMC Theatres,Bank Transfer,Investment,Deposit,She throughout alone more ask after rich public.
T-841,2025-06-14 14:40:08.881401,55.14,Shopping,Best Buy,Cash,Checking,Withdrawal,Call practice decision impact of.
T-478,2025-06-15 14:40:08.881401,37.58,Dining,Starbucks,Debit Card,Investment,Deposit,Song risk position rise help one late movement.
T-384,2025-06-15 14:40:08.881401,143.76,Travel,Hilton,Mobile Payment,Investment,Deposit,Site big north nice.
T-37,2025-06-15 14:40:08.881401,196.53,Shopping,Mall Store,Cash,Checking,Payment,Later lead strong situation get.
T-1087,2025-06-15 14:40:08.881401,235.47,Travel,Hilton,Bank Transfer,Savings,Withdrawal,Five fall federal second indeed.
T-460,2025-06-16 14:40:08.881401,127.77,Shopping,Amazon,Debit Card,Savings,Withdrawal,East seem rich charge because run.
T-480,2025-06-16 14:40:08.881401,142.05,Shopping,Target,Debit Card,Investment,Withdrawal,Spend visit pick material general church.
T-389,2025-06-17 14:40:08.881401,5.0,Shopping,Amazon,Credit Card,Checking,Withdrawal,Drug someone member six serious imagine list.
T-516,2025-06-17 14:40:08.881401,22.54,Entertainment,Netflix,Debit Card,Investment,Payment,Suddenly simply thousand everyone shake eat.
T-870,2025-06-17 14:40:08.881401,116.7,Shopping,Amazon,Credit Card,Savings,Withdrawal,Good cultural hospital set else back model floor.
T-807,2025-06-17 14:40:08.881401,45.41,Shopping,Amazon,Mobile Payment,Investment,Transfer,Energy center financial success.
T-1139,2025-06-17 14:40:08.881401,152.91,Healthcare,Pharmacy,Cash,Checking,Withdrawal,Always collection send admit herself.
T-631,2025-06-18 14:40:08.881401,5.0,Dining,McDonald's,Mobile Payment,Checking,Withdrawal,Probably treatment close these stop official.
T-981,2025-06-19 14:40:08.881401,11.68,Dining,Chipotle,Credit Card,Investment,Payment,Mrs environmental improve quite ten sort spend.
T-1098,2025-06-19 14:40:08.881401,97.33,Groceries,Costco,Mobile Payment,Savings,Deposit,Bank prove decade fight between however.
T-845,2025-06-20 14:40:08.881401,119.68,Travel,Hilton,Debit Card,Checking,Withdrawal,Form nor hand.
T-36,2025-06-20 14:40:08.881401,18.38,Subscriptions,Gym Membership,Cash,Checking,Transfer,Difference between for pass run personal edge.
T-755,2025-06-20 14:40:08.881401,26.0,Travel,Uber,Credit Card,Checking,Withdrawal,Probably protect hold.
T-1051,2025-06-20 14:40:08.881401,1263.19,Rent/Mortgage,Mortgage Bank,Cash,Investment,Withdrawal,Speech structure bank send.
T-55,2025-06-20 14:40:08.881401,17.37,Entertainment,Concert Hall,Debit Card,Investment,Transfer,Car force describe with.
T-65,2025-06-21 14:40:08.881401,50.02,Dining,Chipotle,Cash,Savings,Withdrawal,Order large majority what.
T-801,2025-06-21 14:40:08.881401,20.55,Entertainment,Concert Hall,Cash,Checking,Transfer,Director seem apply least fear soldier allow.
T-630,2025-06-21 14:40:08.881401,26.44,Subscriptions,Gym Membership,Mobile Payment,Checking,Deposit,If lay different major others if bit.
S-Amazon Prime-11,2025-06-22 14:40:08.881401,12.03,Subscriptions,Amazon Prime,Bank Transfer,Checking,Payment,Monthly subscription: Amazon Prime
R-11,2025-06-22 14:40:08.881401,2164.16,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-448,2025-06-22 14:40:08.881401,16.75,Dining,Local Cafe,Mobile Payment,Savings,Payment,Least capital lay apply ten mean scientist.
T-566,2025-06-23 14:40:08.881401,28.3,Dining,McDonald's,Debit Card,Savings,Deposit,Life set anyone stay couple fund main imagine.
S-Gym Membership-11,2025-06-23 14:40:08.881401,21.86,Subscriptions,Gym Membership,Credit Card,Checking,Payment,Monthly subscription: Gym Membership
T-838,2025-06-23 14:40:08.881401,119.68,Utilities,Water Works,Debit Card,Checking,Payment,Capital bank interest without time.
T-621,2025-06-23 14:40:08.881401,200.75,Travel,Hilton,Credit Card,Checking,Transfer,Consumer structure they hear build purpose.
T-201,2025-06-23 14:40:08.881401,5.0,Groceries,Walmart,Bank Transfer,Investment,Withdrawal,Person state support talk.
T-344,2025-06-23 14:40:08.881401,199.9,Travel,Delta,Mobile Payment,Savings,Transfer,Us over skin the bad.
T-373,2025-06-24 14:40:08.881401,8.97,Entertainment,AMC Theatres,Cash,Checking,Transfer,Agency between possible.
T-613,2025-06-24 14:40:08.881401,824.21,Other,Miscellaneous,Debit Card,Checking,Withdrawal,Over small medical lay political create student.
T-742,2025-06-24 14:40:08.881401,95.13,Groceries,Walmart,Mobile Payment,Investment,Deposit,Movement this woman throughout author future.
T-450,2025-06-24 14:40:08.881401,105.6,Shopping,Best Buy,Cash,Investment,Payment,Write task against eight apply air since.
T-883,2025-06-24 14:40:08.881401,76.5,Travel,Delta,Debit Card,Savings,Payment,Knowledge article suggest might Democrat meet wind.
T-148,2025-06-25 14:40:08.881401,201.16,Utilities,Electric Co,Bank Transfer,Savings,Payment,College write window effect.
S-Netflix-11,2025-06-25 14:40:08.881401,11.5,Subscriptions,Netflix,Mobile Payment,Checking,Payment,Monthly subscription: Netflix
T-225,2025-06-25 14:40:08.881401,18.99,Subscriptions,Amazon Prime,Cash,Checking,Payment,Political remain officer month growth pay.
T-515,2025-06-26 14:40:08.881401,299.71,Travel,Delta,Mobile Payment,Checking,Transfer,Sign number direction whether which.
T-1068,2025-06-26 14:40:08.881401,32.0,Dining,Local Cafe,Credit Card,Investment,Transfer,Activity test drug statement.
T-383,2025-06-26 14:40:08.881401,27.88,Subscriptions,Amazon Prime,Cash,Investment,Deposit,Couple how easy hot career.
T-787,2025-06-26 14:40:08.881401,1630.15,Other,Miscellaneous,Debit Card,Investment,Transfer,Fire hard state sometimes leg fear.
T-468,2025-06-26 14:40:08.881401,26.04,Entertainment,Spotify,Credit Card,Checking,Withdrawal,Along nation inside hour together.
T-254,2025-06-27 14:40:08.881401,1470.3,Travel,Uber,Credit Card,Checking,Withdrawal,Sit avoid artist mouth.
T-531,2025-06-28 14:40:08.881401,1626.33,Rent/Mortgage,Mortgage Bank,Credit Card,Checking,Deposit,Special itself sometimes represent bar simply.
T-611,2025-06-28 14:40:08.881401,12.82,Entertainment,Concert Hall,Bank Transfer,Savings,Withdrawal,Dog picture three someone whom meet those key.
T-761,2025-06-28 14:40:08.881401,43.21,Dining,McDonald's,Bank Transfer,Savings,Payment,Security learn form technology laugh occur evidence.
T-325,2025-06-28 14:40:08.881401,17.3,Entertainment,Netflix,Mobile Payment,Checking,Deposit,Dream where number kitchen vote kind tree.
T-551,2025-06-28 14:40:08.881401,178.59,Shopping,Best Buy,Credit Card,Investment,Withdrawal,Save financial memory fish against civil.
T-22,2025-06-28 14:40:08.881401,5.0,Entertainment,AMC Theatres,Debit Card,Checking,Payment,Here find friend majority.
T-782,2025-06-29 14:40:08.881401,1481.96,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Political consider result left.
T-975,2025-06-29 14:40:08.881401,2218.86,Rent/Mortgage,Mortgage Bank,Debit Card,Checking,Withdrawal,Girl maybe customer.
T-525,2025-06-29 14:40:08.881401,45.65,Healthcare,Dental Care,Bank Transfer,Investment,Deposit,Value program raise truth program.
T-32,2025-06-30 14:40:08.881401,71.29,Shopping,Target,Mobile Payment,Checking,Deposit,Either analysis student available pattern continue data.
T-1108,2025-06-30 14:40:08.881401,26.57,Entertainment,Concert Hall,Debit Card,Investment,Payment,Before process claim risk hour.
T-1028,2025-06-30 14:40:08.881401,330.35,Travel,Uber,Mobile Payment,Savings,Transfer,Nor want despite part suddenly social.
T-1102,2025-07-01 14:40:08.881401,91.75,Groceries,Costco,Debit Card,Investment,Transfer,Simple less action pass arrive fire cost weight.
T-1124,2025-07-01 14:40:08.881401,93.95,Groceries,Whole Foods,Credit Card,Savings,Deposit,Service ever effect hold improve return.
T-836,2025-07-01 14:40:08.881401,9.14,Subscriptions,Apple Music,Cash,Investment,Transfer,Try goal loss allow continue reflect.
T-395,2025-07-02 14:40:08.881401,41.93,Dining,Local Cafe,Cash,Savings,Deposit,Risk yeah knowledge care above short maybe measure.
T-35,2025-07-03 14:40:08.881401,56.52,Groceries,Walmart,Debit Card,Checking,Transfer,Market contain answer large when across meet.
T-994,2025-07-04 14:40:08.881401,13.66,Subscriptions,Apple Music,Cash,Investment,Payment,Organization apply scientist you by raise manager education.
T-442,2025-07-06 14:40:08.881401,15.18,Subscriptions,Apple Music,Debit Card,Checking,Withdrawal,Game but him line walk very car.
T-449,2025-07-06 14:40:08.881401,5.0,Entertainment,Spotify,Debit Card,Savings,Payment,Effect them indeed simply Mrs town.
T-488,2025-07-06 14:40:08.881401,150.3,Groceries,Walmart,Debit Card,Savings,Transfer,Book evidence plan job west do.
T-390,2025-07-07 14:40:08.881401,1795.6,Rent/Mortgage,Landlord,Mobile Payment,Savings,Transfer,Professor memory home force.
T-829,2025-07-07 14:40:08.881401,18.21,Entertainment,Netflix,Cash,Savings,Deposit,Until assume quickly start.
T-30,2025-07-07 14:40:08.881401,1903.29,Rent/Mortgage,Landlord,Debit Card,Checking,Transfer,Box let throw.
T-663,2025-07-07 14:40:08.881401,156.08,Groceries,Costco,Mobile Payment,Savings,Withdrawal,Difficult act floor them anything job author defense.
T-1121,2025-07-07 14:40:08.881401,69.53,Utilities,Electric Co,Mobile Payment,Checking,Withdrawal,Management my anything change with about.
T-874,2025-07-08 14:40:08.881401,57.77,Groceries,Whole Foods,Bank Transfer,Savings,Transfer,Base other among later.
T-758,2025-07-08 14:40:08.881401,193.38,Shopping,Amazon,Credit Card,Savings,Withdrawal,Plan president young today support soldier usually.
T-244,2025-07-08 14:40:08.881401,5.83,Entertainment,Netflix,Mobile Payment,Checking,Withdrawal,Involve require whole effort section.
T-831,2025-07-08 14:40:08.881401,16.89,Dining,Chipotle,Mobile Payment,Investment,Deposit,Ok where three.
T-1111,2025-07-10 14:40:08.881401,8.37,Dining,Chipotle,Cash,Checking,Deposit,Ability project run position figure morning most.
T-106,2025-07-10 14:40:08.881401,152.35,Utilities,Electric Co,Mobile Payment,Checking,Payment,Market particularly economic hair challenge laugh control any.
T-61,2025-07-10 14:40:08.881401,2820.44,Travel,Uber,Debit Card,Checking,Withdrawal,Know ability suddenly pattern morning doctor option join.
T-914,2025-07-10 14:40:08.881401,65.68,Groceries,Walmart,Cash,Savings,Transfer,Wind feel from room debate add chair.
T-332,2025-07-10 14:40:08.881401,1482.87,Rent/Mortgage,Landlord,Mobile Payment,Investment,Deposit,Piece figure positive education.
T-80,2025-07-10 14:40:08.881401,27.25,Dining,McDonald's,Credit Card,Savings,Transfer,Answer network new performance simply forget work indicate.
T-860,2025-07-11 14:40:08.881401,17.25,Subscriptions,Amazon Prime,Debit Card,Investment,Payment,Say wind visit evening technology study chair.
T-227,2025-07-11 14:40:08.881401,220.41,Shopping,Amazon,Debit Card,Savings,Transfer,Follow production wonder.
T-1001,2025-07-11 14:40:08.881401,2312.59,Other,Miscellaneous,Debit Card,Checking,Deposit,Real use thing concern.
T-726,2025-07-12 14:40:08.881401,9.92,Dining,Local Cafe,Mobile Payment,Savings,Payment,Instead peace action leader.
T-1084,2025-07-12 14:40:08.881401,125.97,Groceries,Trader Joe's,Mobile Payment,Checking,Transfer,Table suggest point investment start democratic market professional.
T-1119,2025-07-13 14:40:08.881401,139.83,Shopping,Target,Debit Card,Investment,Transfer,Financial nothing member.
T-469,2025-07-13 14:40:08.881401,242.23,Travel,Uber,Bank Transfer,Investment,Withdrawal,During threat instead.
T-1112,2025-07-13 14:40:08.881401,5.0,Dining,Local Cafe,Credit Card,Investment,Deposit,Political operation deep bit big feeling bill.
T-673,2025-07-14 14:40:08.881401,163.56,Travel,Airbnb,Debit Card,Investment,Transfer,Race factor of reflect.
T-672,2025-07-16 14:40:08.881401,84.54,Travel,Airbnb,Credit Card,Investment,Transfer,Former between wife age lay watch world.
T-275,2025-07-16 14:40:08.881401,24.07,Dining,Starbucks,Credit Card,Investment,Payment,Social lawyer adult spend name stay meeting.
T-328,2025-07-16 14:40:08.881401,32.05,Healthcare,Clinic,Debit Card,Checking,Deposit,We fill school image morning watch.
T-133,2025-07-16 14:40:08.881401,56.23,Groceries,Whole Foods,Mobile Payment,Investment,Payment,Seek effect use focus north fish.
T-465,2025-07-16 14:40:08.881401,48.31,Dining,Chipotle,Cash,Investment,Payment,Likely party also have together music general seat.
T-419,2025-07-17 14:40:08.881401,17.33,Dining,Chipotle,Cash,Savings,Withdrawal,Drop find current.
T-17,2025-07-17 14:40:08.881401,8.98,Entertainment,Concert Hall,Cash,Checking,Payment,Person more make force response decade.
T-844,2025-07-17 14:40:08.881401,10.23,Subscriptions,Apple Music,Cash,Checking,Withdrawal,Seat maybe range.
T-595,2025-07-17 14:40:08.881401,1701.52,Travel,Uber,Bank Transfer,Savings,Transfer,Discussion reach lead whatever.
T-430,2025-07-17 14:40:08.881401,119.23,Shopping,Target,Bank Transfer,Checking,Payment,Protect person bad hold.
T-351,2025-07-18 14:40:08.881401,6.09,Entertainment,Netflix,Bank Transfer,Savings,Payment,Court teach table yard offer kitchen party record.
T-98,2025-07-18 14:40:08.881401,68.5,Groceries,Trader Joe's,Cash,Investment,Transfer,Send successful during sign.
T-190,2025-07-18 14:40:08.881401,216.86,Healthcare,Dental Care,Mobile Payment,Checking,Deposit,Like entire for strong.
T-124,2025-07-19 14:40:08.881401,2801.89,Travel,Delta,Bank Transfer,Investment,Payment,Almost everyone again threat couple whole these.
T-677,2025-07-19 14:40:08.881401,15.2,Entertainment,AMC Theatres,Mobile Payment,Savings,Deposit,Art size nation cost town.
T-580,2025-07-19 14:40:08.881401,84.46,Healthcare,Clinic,Cash,Investment,Withdrawal,Job have around mind.
T-123,2025-07-20 14:40:08.881401,2898.14,Shopping,Best Buy,Cash,Savings,Withdrawal,Necessary together end hotel focus.
T-1097,2025-07-20 14:40:08.881401,13.5,Entertainment,AMC Theatres,Debit Card,Checking,Payment,Inside food democratic federal.
T-811,2025-07-20 14:40:08.881401,125.52,Travel,Airbnb,Credit Card,Investment,Withdrawal,Trade total particularly test picture behind space.
T-541,2025-07-21 14:40:08.881401,5.0,Dining,Local Cafe,Cash,Savings,Payment,Sure team green reveal.
T-130,2025-07-21 14:40:08.881401,20.85,Subscriptions,Amazon Prime,Bank Transfer,Savings,Transfer,Exactly structure project reflect short stay success pay.
T-385,2025-07-21 14:40:08.881401,169.49,Groceries,Costco,Bank Transfer,Investment,Payment,Seven beyond senior pay community.
T-461,2025-07-21 14:40:08.881401,194.89,Shopping,Target,Bank Transfer,Savings,Deposit,Method artist try.
T-451,2025-07-22 14:40:08.881401,41.89,Dining,Starbucks,Debit Card,Savings,Transfer,Plant commercial price morning line six.
T-600,2025-07-22 14:40:08.881401,147.1,Groceries,Walmart,Credit Card,Investment,Withdrawal,Wear write visit role.
T-822,2025-07-22 14:40:08.881401,137.45,Travel,Delta,Credit Card,Savings,Payment,Modern chance beyond special strong personal heavy.
T-1039,2025-07-22 14:40:08.881401,88.46,Utilities,Electric Co,Mobile Payment,Investment,Payment,Myself health by both agency ready.
T-1011,2025-07-22 14:40:08.881401,1466.64,Rent/Mortgage,Mortgage Bank,Debit Card,Savings,Deposit,Himself onto trip school.
T-730,2025-07-22 14:40:08.881401,25.92,Subscriptions,Gym Membership,Cash,Savings,Payment,Exactly boy herself peace participant oil goal.
R-12,2025-07-23 14:40:08.881401,1619.29,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-486,2025-07-23 14:40:08.881401,15.66,Entertainment,Spotify,Mobile Payment,Checking,Withdrawal,Produce leave lot interest their site move.
T-290,2025-07-24 14:40:08.881401,90.72,Travel,Airbnb,Bank Transfer,Checking,Transfer,If memory majority develop never.
T-88,2025-07-24 14:40:08.881401,71.5,Shopping,Amazon,Cash,Savings,Withdrawal,Out money statement its moment discussion finally candidate.
T-283,2025-07-24 14:40:08.881401,35.8,Groceries,Whole Foods,Cash,Checking,Deposit,Media produce people traditional.
